admission_id,First Name,Middle Name,Surname,Email,Address,Phone Number,Course Assigned,Date of birth,Gender,Father's Name,Mother's Name,Parent's Contact,Father's Email,Year Assigned,Reason For Dormant,Record Status,Letter status
20130141,Ian,,Riggs,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130143,Hiren,,Stevens,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130144,Benjamin,,Dzialoszynski,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130145,Jaskarn,,Davies,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130148,Brul,,Ghunowa,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130149,Daniel,,Howard,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130150,Darren,,Nichols,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130151,Darren,,Johal,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130155,Gavin,,Stevenson,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130156,Graham,,Ruffell,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130160,Graham,,Wise,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130161,Graham,,Seth,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130164,Gary,,O'toole,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130165,Dhunny,,Neech,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130169,David,,Pell,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130170,Daryll,,Norman,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130172,Daniel,,Hayle,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130175,Christopher,,Dodd,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130178,Ben ,,Edwards,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130180,Audrey,,Chaggar,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130182,Asad,,Crawley,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130187,Ian,,Shen,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130189,Christopher,,Guven,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130190,Brul,,Girdlestone,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130192,David,,Nichols,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130196,James,,Johnson,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130198,Darren,,Meek,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130199,Aaron,,Adams,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130201,Difei,,Riggs,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130202,Giuseppe,,Redmond,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130203,Daniel,,Mathoo,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130205,Graham,,Younis,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130207,Daryll,,Patchett,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130208,David,,Mcrae,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130218,Daniel,,Lloyd,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130220,Darren,,Meek,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130226,Graham,,York,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130234,Christopher,,Fletcher,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130235,Aaron,,Smith,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130239,James,,James,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130240,Hiren,,Smith,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130241,Benjamin,,Edwards,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130245,Gerard,,Pocket,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130247,Ian,,Patel,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130252,Ian,,Mohammed,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130253,Adam,,Ahmed,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130255,Adrian,,Aslam,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130256,Alan,,Barnes,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130257,Alexander,,York,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130259,James,,Hosking,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130263,Japhet,,Hosking,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130264,Andrew,,Barrett,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130269,Benjamin,,Crawley,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130272,Christopher,,Grimes,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130273,Christopher,,Grainger,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130276,Colin,,Hickman,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130288,David,,Mathias,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130289,Dhunny,,Patel,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130290,Francisco,,Nichols,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130295,Gavin,,Stretton,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130296,Gerard,,Swallow,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130297,Giuseppe,,Tipper,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130318,Jayne,,Dodd,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130322,Jaime,,Mcrae,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130324,Imran,,Muna,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130325,Christopher,,Davies,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130330,Imran,,Macdonald,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130331,James,,Kilner,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130333,Colin,,Hayle,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130336,Jaskarn,,Horne,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130340,Jayne,,Davies,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130343,Anesley,,Chari,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130344,Andrew,,Bevins,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130346,Gavin,,Singh,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130351,James,,Hanson,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130353,Amity,,Bari,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130356,Adrian,,Vartanian,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
20130358,Gurjeet,,Tipper,grant@gmail.com,"Northampton, Uk",24342345,1,7/14/2019,M,Felix,Kaitlin,57987909,felix@hotmail.com,1,,provisional,unconditional
20130360,James,,Hussain,dean@example.com,"London, Uk",23345454,1,7/15/2019,F,Jeremy,Navada,67898909,Jeremy@gmail.com,1,,provisional,unconditional
20130364,Alan,,Gravett,johndev@gmail.com,"London, Uk",98598940,1,7/10/2019,M,Johnny,Andy,12345455,johnny@gmail.com,1,,provisional,unconditional
20130365,Benjamin,,Forsythe,gary@hotmail.com,"Northampton, Uk",56745334,1,7/11/2019,M,Sasha,Emmy,56765455,sahsa@hotmail.com,1,,provisional,conditional
20130372,Daniel,,Holland,nikkibytes@gmail.com,"London, Uk",12345445,1,7/12/2019,F,Adam,Noelle,67785548,adam@gmail.com,1,,provisional,conditional
20130373,David,,Pocket,betty@example.com,"Northampton, Uk",13545546,1,7/13/2019,F,Aron,Mona,89086765,aron@hotmail.com,1,,provisional,conditional
